country,year,sex,age,type_of_household
croatia,2011,female,70 - 74,a single family nucleus and other persons
croatia,2011,female,70 - 74,two or more familiy nuclei
croatia,2011,female,70 - 74,other
croatia,2011,female,75 - 79,one-person household
croatia,2011,female,75 - 79,nuclear household
croatia,2011,female,75 - 79,couple with children
croatia,2011,female,75 - 79,couple without children
croatia,2011,female,75 - 79,single parent with children
croatia,2011,female,75 - 79,non-nuclear household
croatia,2011,female,75 - 79,a single family nucleus and other persons
croatia,2011,female,75 - 79,two or more familiy nuclei
croatia,2011,female,75 - 79,other
croatia,2011,female,80 - 84,one-person household
croatia,2011,female,80 - 84,nuclear household
croatia,2011,female,80 - 84,couple with children
croatia,2011,female,80 - 84,couple without children
croatia,2011,female,80 - 84,single parent with children
croatia,2011,female,80 - 84,non-nuclear household
croatia,2011,female,80 - 84,a single family nucleus and other persons
croatia,2011,female,80 - 84,two or more familiy nuclei
croatia,2011,female,80 - 84,other
croatia,2011,female,85 - 89,one-person household
croatia,2011,female,85 - 89,nuclear household
croatia,2011,female,85 - 89,couple with children
croatia,2011,female,85 - 89,couple without children
croatia,2011,female,85 - 89,single parent with children
croatia,2011,female,85 - 89,non-nuclear household
croatia,2011,female,85 - 89,a single family nucleus and other persons
croatia,2011,female,85 - 89,two or more familiy nuclei
croatia,2011,female,85 - 89,other
croatia,2011,female,90 - 94,one-person household
croatia,2011,female,90 - 94,nuclear household
croatia,2011,female,90 - 94,couple with children
croatia,2011,female,90 - 94,couple without children
croatia,2011,female,90 - 94,single parent with children
croatia,2011,female,90 - 94,non-nuclear household
croatia,2011,female,90 - 94,a single family nucleus and other persons
croatia,2011,female,90 - 94,two or more familiy nuclei
croatia,2011,female,90 - 94,other
croatia,2011,female,95 - 99,one-person household
croatia,2011,female,95 - 99,nuclear household
croatia,2011,female,95 - 99,couple with children
croatia,2011,female,95 - 99,couple without children
croatia,2011,female,95 - 99,single parent with children
croatia,2011,female,95 - 99,non-nuclear household
croatia,2011,female,95 - 99,a single family nucleus and other persons
croatia,2011,female,95 - 99,two or more familiy nuclei
croatia,2011,female,95 - 99,other
croatia,2001,male,0 - 14,one-person household
croatia,2001,male,0 - 14,nuclear household
croatia,2001,male,0 - 14,couple with children
croatia,2001,male,0 - 14,couple without children
croatia,2001,male,0 - 14,single parent with children
croatia,2001,male,0 - 14,non-nuclear household
croatia,2001,male,0 - 14,a single family nucleus and other persons
croatia,2001,male,0 - 14,two or more familiy nuclei
croatia,2001,male,0 - 14,other
croatia,2001,male,15 - 19,one-person household
croatia,2001,male,15 - 19,nuclear household
croatia,2001,male,15 - 19,couple with children
croatia,2001,male,15 - 19,couple without children
croatia,2001,male,15 - 19,single parent with children
croatia,2001,male,15 - 19,non-nuclear household
croatia,2001,male,15 - 19,a single family nucleus and other persons
croatia,2001,male,15 - 19,two or more familiy nuclei
croatia,2001,male,15 - 19,other
croatia,2001,male,20 - 24,one-person household
croatia,2001,male,20 - 24,nuclear household
croatia,2001,male,20 - 24,couple with children
croatia,2001,male,20 - 24,couple without children
croatia,2001,male,20 - 24,single parent with children
croatia,2001,male,20 - 24,non-nuclear household
croatia,2001,male,20 - 24,a single family nucleus and other persons
croatia,2001,male,20 - 24,two or more familiy nuclei
croatia,2001,male,20 - 24,other
croatia,2001,male,25 - 29,one-person household
croatia,2001,male,25 - 29,nuclear household
croatia,2001,male,25 - 29,couple with children
croatia,2001,male,25 - 29,couple without children
croatia,2001,male,25 - 29,single parent with children
croatia,2001,male,25 - 29,non-nuclear household
croatia,2001,male,25 - 29,a single family nucleus and other persons
croatia,2001,male,25 - 29,two or more familiy nuclei
croatia,2001,male,25 - 29,other
croatia,2001,male,30 - 34,one-person household
croatia,2001,male,30 - 34,nuclear household
croatia,2001,male,30 - 34,couple with children
croatia,2001,male,30 - 34,couple without children
croatia,2001,male,30 - 34,single parent with children
croatia,2001,male,30 - 34,non-nuclear household
croatia,2001,male,30 - 34,a single family nucleus and other persons
croatia,2001,male,30 - 34,two or more familiy nuclei
croatia,2001,male,30 - 34,other
croatia,2001,male,35 - 39,one-person household
croatia,2001,male,35 - 39,nuclear household
croatia,2001,male,35 - 39,couple with children
croatia,2001,male,35 - 39,couple without children
croatia,2001,male,35 - 39,single parent with children
croatia,2001,male,35 - 39,non-nuclear household
croatia,2001,male,35 - 39,a single family nucleus and other persons
croatia,2001,male,35 - 39,two or more familiy nuclei
croatia,2001,male,35 - 39,other
croatia,2001,male,40 - 44,one-person household
croatia,2001,male,40 - 44,nuclear household
croatia,2001,male,40 - 44,couple with children
croatia,2001,male,40 - 44,couple without children
croatia,2001,male,40 - 44,single parent with children
croatia,2001,male,40 - 44,non-nuclear household
croatia,2001,male,40 - 44,a single family nucleus and other persons
croatia,2001,male,40 - 44,two or more familiy nuclei
croatia,2001,male,40 - 44,other
croatia,2001,male,45 - 49,one-person household
croatia,2001,male,45 - 49,nuclear household
croatia,2001,male,45 - 49,couple with children
croatia,2001,male,45 - 49,couple without children
croatia,2001,male,45 - 49,single parent with children
croatia,2001,male,45 - 49,non-nuclear household
croatia,2001,male,45 - 49,a single family nucleus and other persons
croatia,2001,male,45 - 49,two or more familiy nuclei
croatia,2001,male,45 - 49,other
croatia,2001,male,50 - 54,one-person household
croatia,2001,male,50 - 54,nuclear household
croatia,2001,male,50 - 54,couple with children
croatia,2001,male,50 - 54,couple without children
croatia,2001,male,50 - 54,single parent with children
croatia,2001,male,50 - 54,non-nuclear household
croatia,2001,male,50 - 54,a single family nucleus and other persons
croatia,2001,male,50 - 54,two or more familiy nuclei
croatia,2001,male,50 - 54,other
croatia,2001,male,55 - 59,one-person household
croatia,2001,male,55 - 59,nuclear household
croatia,2001,male,55 - 59,couple with children
croatia,2001,male,55 - 59,couple without children
croatia,2001,male,55 - 59,single parent with children
croatia,2001,male,55 - 59,non-nuclear household
croatia,2001,male,55 - 59,a single family nucleus and other persons
croatia,2001,male,55 - 59,two or more familiy nuclei
croatia,2001,male,55 - 59,other
croatia,2001,male,60 - 64,one-person household
croatia,2001,male,60 - 64,nuclear household
croatia,2001,male,60 - 64,couple with children
croatia,2001,male,60 - 64,couple without children
croatia,2001,male,60 - 64,single parent with children
croatia,2001,male,60 - 64,non-nuclear household
croatia,2001,male,60 - 64,a single family nucleus and other persons
croatia,2001,male,60 - 64,two or more familiy nuclei
croatia,2001,male,60 - 64,other
croatia,2001,male,65 - 69,one-person household
croatia,2001,male,65 - 69,nuclear household
croatia,2001,male,65 - 69,couple with children
croatia,2001,male,65 - 69,couple without children
croatia,2001,male,65 - 69,single parent with children
croatia,2001,male,65 - 69,non-nuclear household
croatia,2001,male,65 - 69,a single family nucleus and other persons
croatia,2001,male,65 - 69,two or more familiy nuclei
croatia,2001,male,65 - 69,other
croatia,2001,male,70 - 74,one-person household
croatia,2001,male,70 - 74,nuclear household
croatia,2001,male,70 - 74,couple with children
croatia,2001,male,70 - 74,couple without children
croatia,2001,male,70 - 74,single parent with children
croatia,2001,male,70 - 74,non-nuclear household
croatia,2001,male,70 - 74,a single family nucleus and other persons
croatia,2001,male,70 - 74,two or more familiy nuclei
croatia,2001,male,70 - 74,other
croatia,2001,male,75 - 79,one-person household
croatia,2001,male,75 - 79,nuclear household
croatia,2001,male,75 - 79,couple with children
croatia,2001,male,75 - 79,couple without children
croatia,2001,male,75 - 79,single parent with children
croatia,2001,male,75 - 79,non-nuclear household
croatia,2001,male,75 - 79,a single family nucleus and other persons
croatia,2001,male,75 - 79,two or more familiy nuclei
croatia,2001,male,75 - 79,other
croatia,2001,male,80 - 84,one-person household
croatia,2001,male,80 - 84,nuclear household
croatia,2001,male,80 - 84,couple with children
croatia,2001,male,80 - 84,couple without children
croatia,2001,male,80 - 84,single parent with children
croatia,2001,male,80 - 84,non-nuclear household
croatia,2001,male,80 - 84,a single family nucleus and other persons
croatia,2001,male,80 - 84,two or more familiy nuclei
croatia,2001,male,80 - 84,other
croatia,2001,male,85 - 89,one-person household
croatia,2001,male,85 - 89,nuclear household
croatia,2001,male,85 - 89,couple with children
croatia,2001,male,85 - 89,couple without children
croatia,2001,male,85 - 89,single parent with children
croatia,2001,male,85 - 89,non-nuclear household
croatia,2001,male,85 - 89,a single family nucleus and other persons
croatia,2001,male,85 - 89,two or more familiy nuclei
croatia,2001,male,85 - 89,other
croatia,2001,male,90 - 94,one-person household
croatia,2001,male,90 - 94,nuclear household
croatia,2001,male,90 - 94,couple with children
croatia,2001,male,90 - 94,couple without children
croatia,2001,male,90 - 94,single parent with children
croatia,2001,male,90 - 94,non-nuclear household
croatia,2001,male,90 - 94,a single family nucleus and other persons
croatia,2001,male,90 - 94,two or more familiy nuclei
croatia,2001,male,90 - 94,other
croatia,2001,male,95 - 99,one-person household
croatia,2001,male,95 - 99,nuclear household
croatia,2001,male,95 - 99,couple with children
croatia,2001,male,95 - 99,couple without children
croatia,2001,male,95 - 99,single parent with children
croatia,2001,male,95 - 99,non-nuclear household
croatia,2001,male,95 - 99,a single family nucleus and other persons
croatia,2001,male,95 - 99,two or more familiy nuclei
croatia,2001,male,95 - 99,other
croatia,2001,female,0 - 14,one-person household
croatia,2001,female,0 - 14,nuclear household
croatia,2001,female,0 - 14,couple with children
croatia,2001,female,0 - 14,couple without children
croatia,2001,female,0 - 14,single parent with children
croatia,2001,female,0 - 14,non-nuclear household
croatia,2001,female,0 - 14,a single family nucleus and other persons
croatia,2001,female,0 - 14,two or more familiy nuclei
croatia,2001,female,0 - 14,other
croatia,2001,female,15 - 19,one-person household
croatia,2001,female,15 - 19,nuclear household
croatia,2001,female,15 - 19,couple with children
croatia,2001,female,15 - 19,couple without children
croatia,2001,female,15 - 19,single parent with children
croatia,2001,female,15 - 19,non-nuclear household
croatia,2001,female,15 - 19,a single family nucleus and other persons
croatia,2001,female,15 - 19,two or more familiy nuclei
croatia,2001,female,15 - 19,other
croatia,2001,female,20 - 24,one-person household
croatia,2001,female,20 - 24,nuclear household
croatia,2001,female,20 - 24,couple with children
croatia,2001,female,20 - 24,couple without children
croatia,2001,female,20 - 24,single parent with children
croatia,2001,female,20 - 24,non-nuclear household
croatia,2001,female,20 - 24,a single family nucleus and other persons
croatia,2001,female,20 - 24,two or more familiy nuclei
croatia,2001,female,20 - 24,other
croatia,2001,female,25 - 29,one-person household
croatia,2001,female,25 - 29,nuclear household
croatia,2001,female,25 - 29,couple with children
croatia,2001,female,25 - 29,couple without children
croatia,2001,female,25 - 29,single parent with children
croatia,2001,female,25 - 29,non-nuclear household
croatia,2001,female,25 - 29,a single family nucleus and other persons
